,feature,tl,i,U1,p,AUC,2|AUC-0.5|,avai,miss,n_pos,n_neg,MI,10MI,p_corr,reject
250,lab_ph_blood_p0.9,2,3,3005574.0,0.6445108129060919,0.4954650118493256,0.009069976301348759,0.11786301002447447,0.8821369899755256,1007,6024,0.0,0.0,0.6930513762211951,False
251,lab_hb_p0.1,2,3,4851287.5,3.949460340243509e-05,0.4646428333353766,0.07071433332924681,0.15539611761156,0.84460388238844,1312,7958,0.0,0.0,0.0001035725823921002,True
252,lab_hb_p0.5,2,3,4898486.0,0.00033707456867162794,0.4691633744843354,0.061673251031329146,0.15539611761156,0.84460388238844,1312,7958,0.005552845881325208,0.05552845881325208,0.0007219013679050699,True
253,lab_hb_p0.9,2,3,4956293.5,0.003269117915304951,0.47470001616719487,0.05059996766561026,0.15539611761156,0.84460388238844,1312,7958,0.0003676226550772821,0.003676226550772821,0.005715396627437907,True
254,lab_hct_p0.1,2,3,4565193.0,3.883231649322235e-05,0.46424102090064034,0.07151795819871931,0.14941160693331546,0.8505883930666845,1290,7623,0.0008790773673488239,0.008790773673488239,0.0001035725823921002,True
255,lab_hct_p0.5,2,3,4608826.0,0.0003135837384752417,0.46867812322357777,0.06264375355284446,0.14941160693331546,0.8505883930666845,1290,7623,0.0022512132901304494,0.022512132901304494,0.0006772354688078749,True
256,lab_hct_p0.9,2,3,4662080.5,0.0028758560425011202,0.474093649675045,0.05181270064990995,0.14941160693331546,0.8505883930666845,1290,7623,0.0015628249715502474,0.015628249715502474,0.00516849652393558,True
0,respiratory_rate_meas_p0.1,3,3,3644932.0,0.006754468340766979,0.4726521232331461,0.054695753533707814,0.1585811513058638,0.8414188486941362,901,8559,0.0,0.0,0.010292523185930635,True
1,respiratory_rate_meas_p0.5,3,3,3734115.0,0.11787285838092948,0.48421682027174695,0.0315663594565061,0.1585811513058638,0.8414188486941362,901,8559,0.0003905832790633834,0.003905832790633834,0.14938342448276212,False
2,respiratory_rate_meas_p0.9,3,3,3830643.0,0.7463284051814814,0.49673397125054414,0.006532057498911725,0.1585811513058638,0.8414188486941362,901,8559,0.0018656406046608787,0.018656406046608787,0.7830330808461444,False
3,amount_piritramid_p0.1,3,3,5057455.0,2.20040199328264e-09,0.4411142746023809,0.11777145079523821,0.2483991014852315,0.7516008985147685,819,13999,0.0002747380358154583,0.002747380358154583,5.633029102803559e-09,True
4,amount_piritramid_p0.5,3,3,5077712.5,4.721422119541662e-09,0.44288114596708067,0.11423770806583866,0.2483991014852315,0.7516008985147685,819,13999,0.003432811857293716,0.03432811857293716,1.1621962140410244e-08,True
5,amount_piritramid_p0.9,3,3,5044708.0,8.40959021143367e-10,0.4400024735763003,0.11999505284739942,0.2483991014852315,0.7516008985147685,819,13999,0.005956918876472317,0.05956918876472317,2.2425573897156454e-09,True
6,amount_piritramid_sum,3,3,5039245.5,4.29713099389385e-09,0.4395260310325672,0.12094793793486558,0.2483991014852315,0.7516008985147685,819,13999,0.0018848989825865914,0.018848989825865914,1.0784956219968879e-08,True
7,volume_water-full_electrolyte_solution_p0.1,3,3,2422142.0,0.6583439316815489,0.49904245918321305,0.0019150816335739007,0.14181781607268582,0.8581821839273142,619,7841,0.0,0.0,0.6964299442581674,False
8,volume_water-full_electrolyte_solution_p0.5,3,3,2421843.5,0.6397154917973961,0.49898095817540006,0.0020380836491998844,0.14181781607268582,0.8581821839273142,619,7841,0.0,0.0,0.682645796907474,False
9,volume_water-full_electrolyte_solution_p0.9,3,3,2426231.5,0.9605491426256041,0.49988503329192746,0.00022993341614507834,0.14181781607268582,0.8581821839273142,619,7841,0.004222190216239152,0.04222190216239152,0.9605491426256041,False
10,volume_water-full_electrolyte_solution_sum,3,3,2580299.0,0.00046900720502599094,0.5316281037148051,0.06325620742961013,0.14181781607268582,0.8581821839273142,619,7841,0.0012384056302348068,0.012384056302348068,0.0007796483408224265,True
11,age,3,3,157943094.5,4.4550815814862834e-160,0.6172444822632915,0.23448896452658308,0.9737653803600764,0.026234619639923573,4802,53287,0.009231121915915574,0.09231121915915574,9.504174040504071e-159,True
12,bmi,3,3,24762258.0,0.3239348173659252,0.5064816581793726,0.012963316358745258,0.42463204479163175,0.5753679552083683,2105,23226,0.004938429296598823,0.04938429296598823,0.36371628616524937,False
13,body_weight,3,3,36782404.0,0.09033095559268549,0.4901227923863081,0.019754415227383748,0.5137124082207396,0.4862875917792604,2684,27961,0.0004307178095281916,0.004307178095281916,0.11919961150374993,False
14,body_length,3,3,25033810.0,8.421983937306002e-05,0.4746690360480251,0.050661927903949855,0.4409092433030476,0.5590907566969524,2187,24115,0.0,0.0,0.00014972415888544002,True
15,number_of_previous_admissions,3,3,136616000.0,5.275547880299092e-20,0.5338978095612901,0.06779561912258014,0.9737653803600764,0.026234619639923573,4802,53287,0.0015343483096537103,0.015343483096537103,1.9293432247950966e-19,True
16,hospitalization_time,3,3,144654239.5,5.77955297656218e-51,0.565311395537889,0.130622791075778,0.9737653803600764,0.026234619639923573,4802,53287,0.00317406408081089,0.0317406408081089,5.284162721428279e-50,True
17,recovery_room_time,3,3,98514597.0,4.924974015682855e-153,0.38535973966841286,0.22928052066317428,0.973262480303081,0.026737519696918954,4800,53259,0.011783507383019476,0.11783507383019476,7.879958425092568e-152,True
18,number_of_surgeries,3,3,130037940.0,8.992444155767717e-06,0.5081906315941211,0.01638126318824229,0.9737653803600764,0.026234619639923573,4802,53287,0.0,0.0,1.7984888311535433e-05,True
19,aneasthesia_time,3,3,156007031.0,1.2542586557424591e-142,0.6106324049272636,0.22126480985452712,0.972876923592718,0.027123076407281954,4799,53237,0.00597786236367992,0.0597786236367992,1.7838345326114975e-141,True
20,number_of_previous_surgeries,3,3,132160080.5,6.307764766661501e-07,0.5164839952157416,0.03296799043148324,0.9737653803600764,0.026234619639923573,4802,53287,0.00018823589015526387,0.0018823589015526387,1.3235965412011019e-06,True
21,surgery_time,3,3,151374299.0,3.8315702419324873e-100,0.5924335805596694,0.18486716111933887,0.9731451369564489,0.026854863043551114,4798,53254,0.004277735874514965,0.04277735874514965,4.9044099096735835e-99,True
22,aldrete_score_p0.1,3,3,66086909.5,0.0,0.32613187016894885,0.3477362596621023,0.897056358333054,0.10294364166694603,4101,49412,0.01731816689759258,0.1731816689759258,0.0,True
23,aldrete_score_p0.5,3,3,66080464.0,0.0,0.3261000623119152,0.34779987537616963,0.897056358333054,0.10294364166694603,4101,49412,0.017440390820157914,0.17440390820157914,0.0,True
24,aldrete_score_p0.9,3,3,66066616.5,0.0,0.3260317263720697,0.34793654725586065,0.897056358333054,0.10294364166694603,4101,49412,0.01769864359325868,0.17698643593258678,0.0,True
25,pain_nrs_p0.1,3,3,103529986.0,0.0017026065365739309,0.5142079173298586,0.0284158346597172,0.8932175545646562,0.10678244543534376,4093,49191,0.005706470569152966,0.05706470569152966,0.0027241704585182895,True
26,pain_nrs_p0.5,3,3,99685918.5,0.2812699456930542,0.49511538173103803,0.009769236537923942,0.8932175545646562,0.10678244543534376,4093,49191,0.0038648213897585215,0.038648213897585215,0.32145136650634765,False
27,pain_nrs_p0.9,3,3,98295352.0,0.009544854317126875,0.48820878074034857,0.023582438519302862,0.8932175545646562,0.10678244543534376,4093,49191,0.006094780442294834,0.06094780442294834,0.014373427677555764,True
28,history_of_infection_diagnosis,3,3,130088705.0,1.39468211264918e-07,0.508389022136242,0.016778044272484083,0.9737653803600764,0.026234619639923573,4802,53287,0.0,0.0,3.0257510240524583e-07,True
29,history_of_dehydration,3,3,130180921.0,3.6661781864942355e-14,0.5087494039392995,0.01749880787859892,0.9737653803600764,0.026234619639923573,4802,53287,0.0009468677697657135,0.009468677697657135,1.117311447312529e-13,True
30,history_of_peripheral_arterial_disease,3,3,130381864.5,2.0234962673018435e-17,0.5095346947873376,0.01906938957467519,0.9737653803600764,0.026234619639923573,4802,53287,0.0009118609244984643,0.009118609244984643,7.194653394850999e-17,True
31,history_of_drug_related_disorder,3,3,128113311.5,0.030439333277629304,0.5006691484562074,0.001338296912414716,0.9737653803600764,0.026234619639923573,4802,53287,0.0,0.0,0.04281576548941265,True
32,history_of_copd,3,3,129068039.5,0.00022672386949560937,0.5044002428223638,0.008800485644727685,0.9737653803600764,0.026234619639923573,4802,53287,0.0,0.0,0.00039217101750591894,True
33,history_of_alcohol_related_disorders,3,3,128740160.5,1.2166914116436138e-05,0.5031188857346058,0.006237771469211673,0.9737653803600764,0.026234619639923573,4802,53287,0.0004049701641828385,0.004049701641828385,2.3959461644674242e-05,True
34,history_of_obesity,3,3,129712528.0,0.001218517059228257,0.506918915587175,0.01383783117434989,0.9737653803600764,0.026234619639923573,4802,53287,0.0005918434495737479,0.005918434495737479,0.0019743061212812263,True
35,history_of_liver_cirrhosis,3,3,128295094.0,0.006478300490488655,0.5013795577681955,0.002759115536391077,0.9737653803600764,0.026234619639923573,4802,53287,0.0010879629805784496,0.010879629805784496,0.009990632081717445,True
36,number_of_previous_diagnosis,3,3,145248591.5,9.907370067247109e-86,0.5676341339499956,0.13526826789999125,0.9737653803600764,0.026234619639923573,4802,53287,0.003522437198318462,0.03522437198318462,1.1528576078251182e-84,True
37,history_of_psychiatric_disorder,3,3,143613021.0,5.929450946836418e-155,0.5612422947266759,0.12248458945335172,0.9737653803600764,0.026234619639923573,4802,53287,0.007467273390609819,0.07467273390609819,1.0842424588500879e-153,True
38,history_of_chronical_pain,3,3,127992830.5,0.8483300397003581,0.5001983065197303,0.00039661303946059157,0.9737653803600764,0.026234619639923573,4802,53287,0.000250255100252339,0.00250255100252339,0.8686899606531667,False
39,history_of_dissociative__disorder,3,3,128003034.0,0.11201786420054209,0.5002381819830718,0.0004763639661435892,0.9737653803600764,0.026234619639923573,4802,53287,0.0004921486642264217,0.004921486642264217,0.14338286617669388,False
40,history_of_nutritional_deficiency,3,3,127956725.0,0.4549621642012157,0.500057205569892,0.00011441113978394313,0.9737653803600764,0.026234619639923573,4802,53287,0.0,0.0,0.506392669719614,False
41,history_of_respiratory_failure,3,3,133572057.0,2.782617005722371e-55,0.5220020250255883,0.04400405005117669,0.9737653803600764,0.026234619639923573,4802,53287,0.003825283840936722,0.03825283840936722,2.9681248061038626e-54,True
42,history_of_cognitive_impairment,3,3,128928064.0,3.229946301991521e-10,0.5038532160257789,0.007706432051557854,0.9737653803600764,0.026234619639923573,4802,53287,0.00017647873246140477,0.0017647873246140477,8.987676666411188e-10,True
43,history_of_metabolic_acidosis,3,3,129359022.5,1.2286729036383284e-12,0.5055374096719245,0.011074819343849018,0.9737653803600764,0.026234619639923573,4802,53287,0.00019997133852256432,0.0019997133852256432,3.65744492245828e-12,True
44,history_of_nicotine_related_disorders,3,3,127993104.0,0.7904497115048634,0.5001993753626983,0.0003987507253966349,0.9737653803600764,0.026234619639923573,4802,53287,0.00015248251627264509,0.0015248251627264509,0.8225818135985571,False
45,history_of_carcinoma,3,3,127071716.5,0.13183078669131024,0.49659857627615533,0.006802847447689331,0.9737653803600764,0.026234619639923573,4802,53287,0.0003298669816120814,0.003298669816120814,0.16225327592776645,False
46,history_of_hiv,3,3,127926812.5,0.8982744172934123,0.49994030697654634,0.00011938604690731047,0.9737653803600764,0.026234619639923573,4802,53287,0.0,0.0,0.9053474442012345,False
47,history_of_peripheral_vascular_disease,3,3,128219429.5,0.0002542596812566925,0.5010838595277878,0.0021677190555755566,0.9737653803600764,0.026234619639923573,4802,53287,0.00011954330007246661,0.001195433000724666,0.00043393652267808853,True
48,history_of_ards,3,3,128062183.5,0.09908246436908925,0.5004693393034928,0.000938678606985599,0.9737653803600764,0.026234619639923573,4802,53287,0.0006942202879975934,0.006942202879975934,0.129413831012688,False
49,history_of_diabetes_mellitus,3,3,133193570.5,1.39616218366879e-16,0.5205228929085705,0.04104578581714091,0.9737653803600764,0.026234619639923573,4802,53287,0.0012892559521335833,0.012892559521335833,4.70286209235803e-16,True
50,history_of_sleep_apnea,3,3,128679916.0,0.004189871702726255,0.5028834491342946,0.005766898268589227,0.9737653803600764,0.026234619639923573,4802,53287,6.0960266131004914e-05,0.0006096026613100491,0.006540287535962935,True
51,history_of_unspecific_delir,3,3,137403073.5,1.1216808698642185e-280,0.5369737070960864,0.07394741419217277,0.9737653803600764,0.026234619639923573,4802,53287,0.006719863222000022,0.06719863222000022,3.589378783565499e-279,True
52,history_of_hypertension,3,3,136823167.0,6.113633379544384e-23,0.5347074219603749,0.06941484392074981,0.9737653803600764,0.026234619639923573,4802,53287,0.005751021625835628,0.057510216258356284,3.55702305718946e-22,True
53,history_of_cerebral_infarction,3,3,128446735.5,1.4835023135833623e-05,0.5019721755046875,0.003944351009375069,0.9737653803600764,0.026234619639923573,4802,53287,0.0,0.0,2.87709539604046e-05,True
54,history_of_parkinson_disease,3,3,130571451.0,6.93282129862334e-53,0.5102756022730816,0.020551204546163104,0.9737653803600764,0.026234619639923573,4802,53287,0.0012598704211148615,0.012598704211148615,6.82616250941375e-52,True
55,history_of_amputation,3,3,128543977.0,6.792949552523135e-06,0.5023521970530307,0.0047043941060613825,0.9737653803600764,0.026234619639923573,4802,53287,0.0,0.0,1.3801548297189863e-05,True
56,history_of_depression,3,3,129071054.5,0.0018265621041699913,0.5044120254971298,0.008824050994259647,0.9737653803600764,0.026234619639923573,4802,53287,0.0024440670741099346,0.024440670741099346,0.0028864191275772702,True
57,history_of_chronical_kidney_disease,3,3,132254194.0,2.8049039752153923e-16,0.5168517924832663,0.033703584966532585,0.9737653803600764,0.026234619639923573,4802,53287,0.0023180136508520466,0.023180136508520466,9.205838687886415e-16,True
58,history_of_hypercholesterolemia,3,3,128112985.0,0.538047014356241,0.5006678724882767,0.0013357449765534213,0.9737653803600764,0.026234619639923573,4802,53287,0.0010821895812660465,0.010821895812660465,0.5886326310905885,False
59,history_of_anxiety_disorder,3,3,128019107.0,0.6399804346007568,0.5003009955590297,0.000601991118059475,0.9737653803600764,0.026234619639923573,4802,53287,5.247912783667985e-05,0.0005247912783667985,0.682645796907474,False
60,history_of_tia,3,3,128197483.0,5.693663421569246e-05,0.5009980922071405,0.001996184414281066,0.9737653803600764,0.026234619639923573,4802,53287,8.321918728659838e-05,0.0008321918728659838,0.00010562158231316862,True
61,history_of_coronary_heart_disease,3,3,132573829.0,5.2794057125789064e-23,0.5181009318692761,0.036201863738552165,0.9737653803600764,0.026234619639923573,4802,53287,0.0010719885101961868,0.010719885101961868,3.2179234819528573e-22,True
62,history_of_dementia,3,3,133486559.5,1.7384659149493848e-243,0.5216678992425691,0.04333579848513813,0.9737653803600764,0.026234619639923573,4802,53287,0.005635711990886749,0.05635711990886749,4.450472742270425e-242,True
63,history_of_heart_failure,3,3,130998872.5,2.9613111452979678e-21,0.5119459732589793,0.023891946517958562,0.9737653803600764,0.026234619639923573,4802,53287,0.0006421219193586403,0.006421219193586403,1.3070614710280685e-20,True
64,history_of_hyperlipidemia,3,3,128087469.0,0.6002501747104653,0.5005681554967913,0.0011363109935826898,0.9737653803600764,0.026234619639923573,4802,53287,0.0,0.0,0.6511188335842335,False
65,ppeak_p0.1,3,3,2352968.5,0.01710983251748321,0.47304958422144405,0.053900831557111895,0.12802159117578032,0.8719784088242197,719,6918,0.0,0.0,0.02546579723532385,True
66,ppeak_p0.5,3,3,2382601.0,0.06323324735858749,0.4790070128076924,0.041985974384615155,0.12802159117578032,0.8719784088242197,719,6918,0.0,0.0,0.08431099647811664,False
67,ppeak_p0.9,3,3,2412977.0,0.1878481715685757,0.4851139174136447,0.02977216517271064,0.12802159117578032,0.8719784088242197,719,6918,0.0017445498062496068,0.017445498062496068,0.22263487000720084,False
68,compliance_p0.1,3,3,1888955.0,0.311808219705744,0.4876308167300851,0.024738366539829748,0.11652194320582022,0.8834780567941798,611,6340,0.0,0.0,0.3531986913480994,False
69,compliance_p0.5,3,3,1905305.0,0.5052190914596182,0.4918515439859154,0.016296912028169186,0.11652194320582022,0.8834780567941798,611,6340,0.0008097333025227638,0.008097333025227638,0.5574831354037166,False
70,compliance_p0.9,3,3,1925295.5,0.8069849457164235,0.49701206069586495,0.005975878608270091,0.11652194320582022,0.8834780567941798,611,6340,0.002528189187047891,0.025281891870478912,0.8330167181588888,False
71,fio2_set_p0.1,3,3,3704156.0,0.22292910420407386,0.5078928489943487,0.015785697988697445,0.14843933348979113,0.8515606665102089,919,7936,0.0019735971709065048,0.019735971709065048,0.2594084121647405,False
72,fio2_set_p0.5,3,3,3705350.5,0.1983653033634284,0.5080566320553547,0.016113264110709347,0.14843933348979113,0.8515606665102089,919,7936,0.0,0.0,0.23294274156439299,False
73,fio2_set_p0.9,3,3,3713439.5,0.1349247042977581,0.5091657498288813,0.018331499657762595,0.14843933348979113,0.8515606665102089,919,7936,0.0018720117922728097,0.018720117922728097,0.16447963952488606,False
74,fio2_meas_p0.1,3,3,4095459.5,0.056770675627564146,0.48109361512975973,0.037812769740480534,0.16992992925872533,0.8300700707412747,924,9213,0.0029583737337985916,0.029583737337985916,0.07649101558240222,False
75,fio2_meas_p0.5,3,3,4126422.0,0.12374163973816392,0.4847307799115028,0.030538440176994364,0.16992992925872533,0.8300700707412747,924,9213,0.002739493041119756,0.02739493041119756,0.15528362633808807,False
76,fio2_meas_p0.9,3,3,4137583.0,0.1594533043851165,0.48604186254788667,0.027916274904226657,0.16992992925872533,0.8300700707412747,924,9213,0.0039112217344370315,0.039112217344370315,0.1907478781429431,False
77,pcv_ventilation_therapy_time,3,3,19024690.5,3.6676664472471045e-30,0.5814001045162001,0.1628002090324001,0.33491467462366314,0.6650853253763369,1800,18179,0.006391854466242686,0.06391854466242686,2.347306526238147e-29,True
78,endotracheal_tube_access_time,3,3,24057335.0,1.2497662580852804e-35,0.5766964148090759,0.1533928296181517,0.31798370603815335,0.6820162939618466,2539,16430,0.004324195158441402,0.04324195158441402,9.410004766759758e-35,True
79,preoxygination_ventilation_therapy_time,3,3,16591753.0,8.951362981939183e-08,0.5384728899593887,0.07694577991877738,0.32090052636872635,0.6790994736312737,1774,17369,0.0010325986706789525,0.010325986706789525,2.010130634540729e-07,True
80,o2_insufflation_ventilation_therapy_time,3,3,2048215.5,7.727552904450766e-10,0.4332038441104012,0.13359231177919761,0.11216347604519396,0.8878365239548061,803,5888,0.0043038235293040294,0.043038235293040294,2.104525046318506e-09,True
81,heart_rate_p0.1,3,3,85272682.0,1.2583862588493785e-47,0.5723846996924108,0.14476939938482158,0.7471083246722768,0.25289167532772316,3640,40928,0.0025609234703840578,0.025609234703840578,1.073822940884803e-46,True
82,heart_rate_p0.5,3,3,83519486.5,6.362953816892304e-34,0.560616543042083,0.12123308608416594,0.7471083246722768,0.25289167532772316,3640,40928,0.002940072178537756,0.02940072178537756,4.524767158678971e-33,True
83,heart_rate_p0.9,3,3,78986007.5,1.4877682028610874e-09,0.5301860000461813,0.060372000092362654,0.7471083246722768,0.25289167532772316,3640,40928,0.003386686862907551,0.03386686862907551,3.8864148972697795e-09,True
84,heart_rate_std,3,3,64849678.0,8.450410726758102e-39,0.43529724404797704,0.12940551190404592,0.7471083246722768,0.25289167532772316,3640,40928,0.0034847620392985945,0.034847620392985945,6.760328581406481e-38,True
85,spo2_p0.1,3,3,111528668.5,2.461007743895068e-06,0.47897285769316317,0.042054284613673665,0.9343212525564086,0.06567874744359137,4549,51187,0.002477526893091664,0.02477526893091664,5.080790180944656e-06,True
86,spo2_p0.5,3,3,109912087.0,3.06544331854431e-10,0.47203026014257105,0.05593947971485791,0.9343212525564086,0.06567874744359137,4549,51187,0.0031738022514178343,0.03173802251417834,8.719483217192704e-10,True
87,spo2_p0.9,3,3,106748370.0,3.2485890932509057e-21,0.45844330897743235,0.0831133820451353,0.9343212525564086,0.06567874744359137,4549,51187,0.0036012496188588816,0.036012496188588816,1.386064679787053e-20,True
88,puls_p0.1,3,3,38459132.0,3.1632796647076974e-17,0.5486431802142079,0.09728636042841576,0.46835082307975995,0.53164917692024,2787,25152,0.003004317685130653,0.03004317685130653,1.0943237758988792e-16,True
89,puls_p0.5,3,3,37906034.0,1.528419293035457e-12,0.5407528969470213,0.08150579389404267,0.46835082307975995,0.53164917692024,2787,25152,0.0008636254275080635,0.008636254275080635,4.446310670648602e-12,True
90,puls_p0.9,3,3,35839281.0,0.05053490043047923,0.511269393818629,0.02253878763725803,0.46835082307975995,0.53164917692024,2787,25152,0.0,0.0,0.06881348143724832,False
91,puls_std,3,3,30207967.5,2.0648740557899024e-33,0.4309352420384172,0.13812951592316558,0.46835082307975995,0.53164917692024,2787,25152,0.003089290605377659,0.030892906053776592,1.3910730481110922e-32,True
92,bp_diastolic_p0.1,3,3,47076079.0,0.021882368003834966,0.48690676437883135,0.026186471242337306,0.6344754752405538,0.3655245247594462,2755,35094,0.0038688535761159937,0.03868853576115994,0.03182889891466904,True
93,bp_diastolic_p0.5,3,3,46523165.0,0.0009873162912846243,0.48118798803979607,0.03762402392040787,0.6344754752405538,0.3655245247594462,2755,35094,0.0,0.0,0.001620211349800409,True
94,bp_diastolic_p0.9,3,3,46123243.5,5.872607802460516e-05,0.4770516094860399,0.045896781027920164,0.6344754752405538,0.3655245247594462,2755,35094,0.0054955206930040745,0.054955206930040745,0.00010738482838784943,True
95,nibp_mean_p0.1,3,3,36014720.0,7.706106819172673e-05,0.5253875082112951,0.05077501642259019,0.568662621115097,0.431337378884903,2158,31765,0.003290678259540769,0.03290678259540769,0.00013892699617663412,True
96,nibp_mean_p0.5,3,3,35258661.5,0.025344079421576075,0.5143580266166313,0.02871605323326265,0.568662621115097,0.431337378884903,2158,31765,0.000309377558781021,0.0030937755878102102,0.036449911977098175,True
97,nibp_mean_p0.9,3,3,34775827.0,0.25470428440662984,0.5073143729429821,0.01462874588596419,0.568662621115097,0.431337378884903,2158,31765,0.003755251249112357,0.03755251249112357,0.2937130486851227,False
98,nibp_mean_std,3,3,30750506.5,5.16990342422072e-16,0.448592464033324,0.10281507193335204,0.568662621115097,0.431337378884903,2158,31765,0.005794478498011291,0.05794478498011291,1.6543690957506302e-15,True
99,nibp_systolic_p0.1,3,3,36309751.5,0.00045275632666042344,0.5224316431429334,0.04486328628586689,0.5718979448151004,0.42810205518489963,2176,31940,0.005437618002181344,0.054376180021813436,0.0007625369712175552,True
100,nibp_systolic_p0.5,3,3,35799301.0,0.018321182670553764,0.5150871838051125,0.030174367610225072,0.5718979448151004,0.42810205518489963,2176,31940,0.0025545432678153457,0.025545432678153457,0.026955303239435423,True
101,nibp_systolic_p0.9,3,3,35388624.5,0.1512723222794575,0.5091782918454639,0.018356583690927852,0.5718979448151004,0.42810205518489963,2176,31940,0.00609872653631105,0.0609872653631105,0.1826684646393449,False
102,nibp_systolic_std,3,3,31411756.0,3.3401510221196214e-14,0.451958347913367,0.09608330417326605,0.5718979448151004,0.42810205518489963,2176,31940,0.00806557047519596,0.0806557047519596,1.0427788556861258e-13,True
103,nibp_diastolic_p0.1,3,3,37721918.0,0.10363116299991391,0.510214358936487,0.020428717872974067,0.5858282763938714,0.41417172360612864,2262,32685,0.004261181038980322,0.04261181038980322,0.133987766302919,False
104,nibp_diastolic_p0.5,3,3,37027962.0,0.8950092882147871,0.5008281364313077,0.0016562728626154932,0.5858282763938714,0.41417172360612864,2262,32685,0.0003953193177745895,0.003953193177745895,0.9053474442012345,False
105,nibp_diastolic_p0.9,3,3,36260705.0,0.128117429033249,0.49045046850905283,0.019099062981894344,0.5858282763938714,0.41417172360612864,2262,32685,0.00550105056572292,0.0550105056572292,0.1592138923908337,False
106,nibp_diastolic_std,3,3,32537410.5,4.491155903229283e-22,0.4400904015461468,0.11981919690770637,0.5858282763938714,0.41417172360612864,2262,32685,0.0053015337794677375,0.053015337794677375,2.4994258939710794e-21,True
107,bp_systolic_p0.1,3,3,48825099.5,3.349989011112383e-08,0.5320209490190507,0.06404189803810145,0.6207463036845811,0.37925369631541894,2671,34359,0.0027280756490077884,0.027280756490077884,7.94071469300713e-08,True
108,bp_systolic_p0.5,3,3,48827580.0,3.2565472627063215e-08,0.5320479776985119,0.06409595539702373,0.6207463036845811,0.37925369631541894,2671,34359,0.002930012568706397,0.02930012568706397,7.864868860875645e-08,True
109,bp_systolic_p0.9,3,3,48795296.0,4.601025413613368e-08,0.5316961962481098,0.06339239249621964,0.6207463036845811,0.37925369631541894,2671,34359,0.008293654664054628,0.08293654664054628,1.0707840962591111e-07,True
110,lab_pO2_p0.1,3,3,859569.0,2.0317781972426124e-05,0.43643888365915107,0.12712223268169787,0.08812485332081671,0.9118751466791832,406,4851,0.004209683130839803,0.04209683130839803,3.8816061081649906e-05,True
111,lab_pO2_p0.5,3,3,865433.5,4.8708808170651916e-05,0.4394165338922552,0.12116693221548958,0.08812485332081671,0.9118751466791832,406,4851,0.004610120211442581,0.04610120211442581,9.168716832122713e-05,True
112,lab_pO2_p0.9,3,3,875536.5,0.00020094923518010056,0.44454624662224945,0.1109075067555011,0.08812485332081671,0.9118751466791832,406,4851,0.008746527515241187,0.08746527515241187,0.00035234934387743663,True
113,lab_pCO2_p0.1,3,3,1532417.5,3.0862330848479365e-20,0.6294495131721198,0.25889902634423967,0.09660710094880477,0.9033928990511952,459,5304,0.007015075619704936,0.07015075619704936,1.161875984883929e-19,True
114,lab_pCO2_p0.5,3,3,1536431.5,1.0260364305655119e-20,0.6310982873122435,0.262196574624487,0.09660710094880477,0.9033928990511952,459,5304,0.008040524621590217,0.08040524621590217,4.236537519754372e-20,True
115,lab_pCO2_p0.9,3,3,1542458.5,1.9148958765248353e-21,0.6335739130577654,0.2671478261155309,0.09660710094880477,0.9033928990511952,459,5304,0.006914565815033358,0.06914565815033358,9.271982437146226e-21,True
116,lab_sodium_p0.1,3,3,1239659.5,0.02574638627670632,0.5312264846287679,0.06245296925753574,0.09275153384517383,0.9072484661548261,460,5073,0.00678205414672628,0.0678205414672628,0.03661708270464899,True
117,lab_sodium_p0.5,3,3,1236354.0,0.033083122470416435,0.5298099915151827,0.05961998303036542,0.09275153384517383,0.9072484661548261,460,5073,0.0007712338095284821,0.007712338095284821,0.0460286921327533,True
118,lab_sodium_p0.9,3,3,1234404.5,0.038495094507565566,0.5289745798301323,0.05794915966026459,0.09275153384517383,0.9072484661548261,460,5073,0.006363007611618565,0.06363007611618565,0.052982495666326804,False
119,lab_potassium_p0.1,3,3,1006462.0,1.3352726059597364e-07,0.4262328822815945,0.147534235436811,0.0930868005498374,0.9069131994501626,464,5089,0.010075606564622364,0.10075606564622364,2.946808509704246e-07,True
120,lab_potassium_p0.5,3,3,1002976.5,7.41384945299859e-08,0.4247567861039023,0.15048642779219545,0.0930868005498374,0.9069131994501626,464,5089,0.005069744584699221,0.050697445846992206,1.694594160685392e-07,True
121,lab_potassium_p0.9,3,3,1010488.0,2.5785761621753123e-07,0.42793787818215084,0.1441242436356983,0.0930868005498374,0.9069131994501626,464,5089,0.002974778762110164,0.02974778762110164,5.500962479307333e-07,True
122,lab_hb_p0.1,3,3,937509.0,2.9740464264550815e-20,0.37127775348819525,0.2574444930236095,0.09900425788714923,0.9009957421128507,464,5442,0.006887015839145416,0.06887015839145416,1.1535695229886376e-19,True
123,lab_hb_p0.5,3,3,928439.5,2.6069005555907818e-21,0.3676859974781077,0.2646280050437846,0.09900425788714923,0.9009957421128507,464,5442,0.010841764818438682,0.10841764818438682,1.1917259682700717e-20,True
124,lab_hb_p0.9,3,3,926460.5,1.5236688269288864e-21,0.36690226241620094,0.2661954751675981,0.09900425788714923,0.9009957421128507,464,5442,0.01092826946722636,0.10928269467226359,7.854743177436444e-21,True
125,lab_hct_p0.1,3,3,906968.5,2.1705550436602507e-20,0.3699384583757873,0.26012308324842537,0.09741174103999732,0.9025882589600027,458,5353,0.00523851488204774,0.0523851488204774,8.682220174641003e-20,True
